what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620645512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620660147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620664097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620681752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620695608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620707784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620710059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620766135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620773836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620799384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620818215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620820505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604620826785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604620831636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604620832475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620854843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620911908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604620922589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621071260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621081156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621111198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621141247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621272931
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604621285822
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1604621286523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621289220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621296389
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1604621306628
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604621309264
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1604621318677
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1604621318694
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1604621319873
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621322348
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621507265
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621517135
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621527801
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621527819
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621539794
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621628490
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621687215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1604621887838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1604621888355
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621893838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621917245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1604621917266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621927517
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604621931543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621970946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604621979043
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1604622007680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622048085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622088108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622096979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622119330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622197655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622301825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622321720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622409963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622419012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622429416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1604622466723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1604622793872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1604622794332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1604622795285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1604622795754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1604622795928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1604622796091
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604622937389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604622954435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604623056715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604623060956
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604623065864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604623067794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604623095251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604623170255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604623702685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604623707673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1604623841041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1604623841467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1604623841649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604623863652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604623870034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604623905553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604623924291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604623952407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604623996213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604623998802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1604624009220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1604624009448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604624013949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604624016845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604624019343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604624024854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604624029785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604624031627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604624034157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604624035883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604624038057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604624040633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604624076762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604624078623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604624082772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604624087612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1604624089775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1604624091632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604624117692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624127061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624127394
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604624132497
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1604624132501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624137227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624146815
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1604624149935
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604624152276
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1604624172641
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604624172836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604624207899
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604624213898
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604624215892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1604624227273
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604624230546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624233864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624235808
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1604624235824
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1604624303820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624308355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1604624308947
